date,open,high,low,close,volume,adjclose
2020-08-14,5.400000095367432,5.489999771118164,5.400000095367432,5.489999771118164,32400,5.489999771118164
2020-08-17,5.480000019073486,5.480000019073486,5.360000133514404,5.429999828338623,80900,5.429999828338623
2020-08-18,5.570000171661377,5.570000171661377,5.389999866485596,5.420000076293945,70100,5.420000076293945
2020-08-19,5.170000076293945,5.420000076293945,5.170000076293945,5.269999980926514,156900,5.269999980926514
2020-08-20,5.340000152587891,5.340000152587891,5.25,5.329999923706055,110800,5.329999923706055
2020-08-21,5.429999828338623,5.429999828338623,5.28000020980835,5.329999923706055,90100,5.329999923706055
2020-08-24,5.300000190734863,5.409999847412109,5.300000190734863,5.409999847412109,80300,5.409999847412109
2020-08-25,5.460000038146973,5.53000020980835,5.460000038146973,5.489999771118164,77000,5.489999771118164
2020-08-26,5.480000019073486,5.5,5.46999979019165,5.5,30000,5.5
2020-08-27,5.449999809265137,5.449999809265137,5.289999961853027,5.349999904632568,31000,5.349999904632568
2020-08-28,5.380000114440918,5.449999809265137,5.380000114440918,5.429999828338623,40800,5.429999828338623
2020-08-31,5.460000038146973,5.460000038146973,5.159999847412109,5.400000095367432,55400,5.400000095367432
2020-09-01,5.380000114440918,5.389999866485596,5.329999923706055,5.369999885559082,52900,5.369999885559082
2020-09-02,5.380000114440918,5.420000076293945,5.300000190734863,5.340000152587891,38700,5.340000152587891
2020-09-03,5.25,5.420000076293945,5.25,5.289999961853027,51700,5.289999961853027
2020-09-04,5.360000133514404,5.420000076293945,5.199999809265137,5.320000171661377,110800,5.320000171661377
2020-09-08,5.320000171661377,5.320000171661377,5.150000095367432,5.179999828338623,78300,5.179999828338623
2020-09-09,5.199999809265137,5.349999904632568,5.190000057220459,5.269999980926514,37100,5.269999980926514
2020-09-10,5.28000020980835,5.28000020980835,5.099999904632568,5.199999809265137,72600,5.199999809265137
2020-09-11,5.199999809265137,5.199999809265137,5.110000133514404,5.150000095367432,96200,5.150000095367432
2020-09-14,5.199999809265137,5.230000019073486,5.099999904632568,5.150000095367432,43400,5.150000095367432
2020-09-15,5.199999809265137,5.28000020980835,5.110000133514404,5.110000133514404,47000,5.110000133514404
2020-09-16,5.139999866485596,5.210000038146973,5.139999866485596,5.179999828338623,114200,5.179999828338623
2020-09-17,5.179999828338623,5.210000038146973,5.130000114440918,5.190000057220459,42900,5.190000057220459
2020-09-18,5.190000057220459,5.25,5.079999923706055,5.099999904632568,41100,5.099999904632568
2020-09-21,5.130000114440918,5.130000114440918,4.929999828338623,4.980000019073486,76400,4.980000019073486
2020-09-22,4.929999828338623,4.929999828338623,4.860000133514404,4.880000114440918,98100,4.880000114440918
2020-09-23,5.0,5.079999923706055,4.889999866485596,4.900000095367432,186000,4.900000095367432
2020-09-24,4.900000095367432,4.929999828338623,4.869999885559082,4.880000114440918,69500,4.880000114440918
2020-09-25,4.880000114440918,4.900000095367432,4.840000152587891,4.889999866485596,40800,4.889999866485596
2020-09-28,4.989999771118164,5.03000020980835,4.929999828338623,4.949999809265137,66000,4.949999809265137
2020-09-29,4.949999809265137,5.039999961853027,4.929999828338623,4.980000019073486,66200,4.980000019073486
2020-09-30,5.039999961853027,5.119999885559082,4.980000019073486,5.050000190734863,87900,5.050000190734863
2020-10-01,5.099999904632568,5.159999847412109,5.050000190734863,5.079999923706055,27900,5.079999923706055
2020-10-02,5.050000190734863,5.050000190734863,5.019999980926514,5.039999961853027,347300,5.039999961853027
2020-10-05,5.050000190734863,5.130000114440918,5.050000190734863,5.110000133514404,28400,5.110000133514404
2020-10-06,5.199999809265137,5.230000019073486,5.150000095367432,5.179999828338623,100900,5.179999828338623
2020-10-07,5.349999904632568,5.349999904632568,5.190000057220459,5.230000019073486,28700,5.230000019073486
2020-10-08,5.25,5.25,5.150000095367432,5.230000019073486,24500,5.230000019073486
2020-10-09,5.179999828338623,5.199999809265137,5.150000095367432,5.159999847412109,34700,5.159999847412109
2020-10-12,5.21999979019165,5.25,5.190000057220459,5.199999809265137,66300,5.199999809265137
2020-10-13,5.150000095367432,5.199999809265137,5.130000114440918,5.199999809265137,35200,5.199999809265137
2020-10-14,5.190000057220459,5.190000057220459,5.079999923706055,5.079999923706055,38600,5.079999923706055
2020-10-15,5.059999942779541,5.119999885559082,5.03000020980835,5.099999904632568,46500,5.099999904632568
2020-10-16,5.099999904632568,5.150000095367432,5.099999904632568,5.139999866485596,24700,5.139999866485596
2020-10-19,5.239999771118164,5.239999771118164,5.139999866485596,5.150000095367432,39700,5.150000095367432
2020-10-20,5.099999904632568,5.230000019073486,5.099999904632568,5.190000057220459,46700,5.190000057220459
2020-10-21,5.25,5.25,5.119999885559082,5.150000095367432,32500,5.150000095367432
2020-10-22,5.260000228881836,5.260000228881836,5.139999866485596,5.199999809265137,29700,5.199999809265137
2020-10-23,5.199999809265137,5.239999771118164,5.179999828338623,5.239999771118164,40500,5.239999771118164
2020-10-26,5.269999980926514,5.429999828338623,5.21999979019165,5.239999771118164,78000,5.239999771118164
2020-10-27,5.329999923706055,5.329999923706055,5.199999809265137,5.230000019073486,28000,5.230000019073486
2020-10-28,5.230000019073486,5.230000019073486,5.0,5.010000228881836,43800,5.010000228881836
2020-10-29,5.010000228881836,5.019999980926514,4.96999979019165,5.010000228881836,81200,5.010000228881836
2020-10-30,4.949999809265137,5.03000020980835,4.849999904632568,4.929999828338623,28500,4.929999828338623
2020-11-02,5.0,5.0,4.880000114440918,4.909999847412109,44600,4.909999847412109
2020-11-03,4.929999828338623,5.070000171661377,4.929999828338623,5.03000020980835,27200,5.03000020980835
2020-11-04,5.190000057220459,5.190000057220459,5.050000190734863,5.110000133514404,78500,5.110000133514404
2020-11-05,5.119999885559082,5.210000038146973,5.110000133514404,5.210000038146973,16200,5.210000038146973
2020-11-06,5.059999942779541,5.210000038146973,5.059999942779541,5.159999847412109,6700,5.159999847412109
2020-11-09,5.849999904632568,5.900000095367432,5.400000095367432,5.679999828338623,324400,5.679999828338623
2020-11-10,5.820000171661377,5.820000171661377,5.71999979019165,5.769999980926514,94300,5.769999980926514
2020-11-11,5.820000171661377,5.820000171661377,5.78000020980835,5.789999961853027,28700,5.789999961853027
2020-11-12,5.849999904632568,5.849999904632568,5.71999979019165,5.760000228881836,58500,5.760000228881836
2020-11-13,5.820000171661377,5.820000171661377,5.619999885559082,5.679999828338623,45700,5.679999828338623
2020-11-16,5.730000019073486,5.820000171661377,5.699999809265137,5.78000020980835,124400,5.78000020980835
2020-11-17,5.849999904632568,6.179999828338623,5.849999904632568,6.03000020980835,118200,6.03000020980835
2020-11-18,6.0,6.130000114440918,5.989999771118164,6.079999923706055,117800,6.079999923706055
2020-11-19,6.099999904632568,6.099999904632568,6.019999980926514,6.050000190734863,24200,6.050000190734863
2020-11-20,6.090000152587891,6.199999809265137,6.03000020980835,6.079999923706055,51900,6.079999923706055
2020-11-23,5.980000019073486,6.130000114440918,5.949999809265137,6.110000133514404,82200,6.110000133514404
2020-11-24,6.309999942779541,6.710000038146973,6.309999942779541,6.679999828338623,317000,6.679999828338623
2020-11-25,6.980000019073486,6.980000019073486,6.659999847412109,6.840000152587891,197400,6.840000152587891
2020-11-27,6.940000057220459,6.940000057220459,6.75,6.820000171661377,116700,6.820000171661377
2020-11-30,6.639999866485596,6.639999866485596,6.440000057220459,6.510000228881836,202400,6.510000228881836
2020-12-01,6.559999942779541,6.599999904632568,6.510000228881836,6.510000228881836,177500,6.510000228881836
2020-12-02,6.630000114440918,6.630000114440918,6.449999809265137,6.480000019073486,99600,6.480000019073486
2020-12-03,6.730000019073486,6.730000019073486,6.570000171661377,6.590000152587891,282300,6.590000152587891
2020-12-04,6.769999980926514,6.769999980926514,6.599999904632568,6.659999847412109,188700,6.659999847412109
2020-12-07,6.690000057220459,6.690000057220459,6.510000228881836,6.559999942779541,98600,6.559999942779541
2020-12-08,6.71999979019165,6.71999979019165,6.550000190734863,6.590000152587891,482300,6.590000152587891
2020-12-09,6.650000095367432,6.650000095367432,6.460000038146973,6.5,66500,6.5
2020-12-10,6.679999828338623,6.679999828338623,6.480000019073486,6.570000171661377,80000,6.570000171661377
2020-12-11,6.730000019073486,6.730000019073486,6.550000190734863,6.579999923706055,29500,6.579999923706055
2020-12-14,6.630000114440918,6.789999961853027,6.599999904632568,6.650000095367432,120800,6.650000095367432
