date,open,high,low,close,volume,adjclose,amount,type,data
2020-08-14,25.709999084472656,25.709999084472656,25.709999084472656,25.709999084472656,300.0,25.4229679107666,,,
2020-08-17,25.18000030517578,25.700000762939453,25.18000030517578,25.700000762939453,700.0,25.4130802154541,,,
2020-08-18,25.950000762939453,25.950000762939453,25.850000381469727,25.850000381469727,1800.0,25.561405181884766,,,
2020-08-19,25.690000534057617,25.690000534057617,25.690000534057617,25.690000534057617,1100.0,25.4031925201416,,,
2020-08-20,25.030000686645508,25.079999923706055,25.030000686645508,25.079999923706055,1000.0,24.80000114440918,,,
2020-08-21,24.68000030517578,24.68000030517578,24.68000030517578,24.68000030517578,600.0,24.404468536376953,,,
2020-08-24,24.969999313354492,25.31999969482422,24.969999313354492,25.31999969482422,600.0,25.037322998046875,,,
2020-08-25,25.360000610351562,25.549999237060547,25.299999237060547,25.549999237060547,6800.0,25.264753341674805,,,
2020-08-26,25.549999237060547,25.549999237060547,25.549999237060547,25.549999237060547,0.0,25.264753341674805,,,
2020-08-27,25.549999237060547,25.549999237060547,25.549999237060547,25.549999237060547,0.0,25.264753341674805,,,
2020-08-28,25.690000534057617,26.010000228881836,25.690000534057617,26.010000228881836,2800.0,25.719619750976562,,,
2020-08-31,25.260000228881836,25.260000228881836,25.260000228881836,25.260000228881836,3700.0,24.97799301147461,,,
2020-09-01,24.6299991607666,25.0,24.6299991607666,25.0,12200.0,24.720895767211914,,,
2020-09-02,24.90999984741211,24.90999984741211,24.90999984741211,24.90999984741211,1000.0,24.631900787353516,,,
2020-09-03,25.09000015258789,25.09000015258789,24.600000381469727,24.600000381469727,2200.0,24.325361251831055,,,
2020-09-04,24.670000076293945,25.420000076293945,24.670000076293945,24.670000076293945,900.0,24.39457893371582,,,
2020-09-08,24.239999771118164,24.75,24.209999084472656,24.610000610351562,3900.0,24.335250854492188,,,
2020-09-09,24.959999084472656,24.959999084472656,24.959999084472656,24.959999084472656,1100.0,24.68134117126465,,,
2020-09-10,24.489999771118164,24.489999771118164,24.489999771118164,24.489999771118164,200.0,24.216588973999023,,,
2020-09-11,24.75,24.75,24.6200008392334,24.6200008392334,300.0,24.345138549804688,,,
2020-09-14,24.170000076293945,24.56999969482422,24.170000076293945,24.56999969482422,500.0,24.295696258544922,,,
2020-09-15,24.56999969482422,24.56999969482422,24.56999969482422,24.56999969482422,0.0,24.295696258544922,,,
2020-09-16,24.56999969482422,24.56999969482422,24.56999969482422,24.56999969482422,0.0,24.295696258544922,,,
2020-09-17,25.389999389648438,25.389999389648438,25.389999389648438,25.389999389648438,800.0,25.10654067993164,,,
2020-09-18,25.389999389648438,25.389999389648438,25.389999389648438,25.389999389648438,0.0,25.10654067993164,,,
2020-09-21,24.559999465942383,24.559999465942383,24.559999465942383,24.559999465942383,200.0,24.28580665588379,,,
2020-09-22,24.56999969482422,24.56999969482422,24.56999969482422,24.56999969482422,200.0,24.295696258544922,,,
2020-09-23,24.56999969482422,24.56999969482422,24.56999969482422,24.56999969482422,0.0,24.295696258544922,,,
2020-09-24,24.56999969482422,24.56999969482422,24.56999969482422,24.56999969482422,0.0,24.295696258544922,,,
2020-09-25,24.56999969482422,24.56999969482422,24.56999969482422,24.56999969482422,0.0,24.295696258544922,,,
2020-09-28,24.56999969482422,24.56999969482422,24.56999969482422,24.56999969482422,0.0,24.295696258544922,,,
2020-09-29,24.110000610351562,24.110000610351562,24.110000610351562,24.110000610351562,100.0,23.840831756591797,,,
2020-09-30,24.110000610351562,24.110000610351562,24.110000610351562,24.110000610351562,0.0,23.840831756591797,,,
2020-10-01,24.68000030517578,24.68000030517578,24.68000030517578,24.68000030517578,300.0,24.404468536376953,,,
2020-10-02,25.1299991607666,25.1299991607666,25.1299991607666,25.1299991607666,200.0,24.849443435668945,,,
2020-10-05,24.610000610351562,24.610000610351562,24.610000610351562,24.610000610351562,300.0,24.335250854492188,,,
2020-10-06,24.610000610351562,24.610000610351562,24.610000610351562,24.610000610351562,0.0,24.335250854492188,,,
2020-10-07,24.610000610351562,24.610000610351562,24.610000610351562,24.610000610351562,0.0,24.335250854492188,,,
2020-10-08,24.610000610351562,24.610000610351562,24.610000610351562,24.610000610351562,0.0,24.335250854492188,,,
2020-10-09,25.670000076293945,25.670000076293945,25.670000076293945,25.670000076293945,200.0,25.38341522216797,,,
2020-10-12,25.280000686645508,25.280000686645508,25.280000686645508,25.280000686645508,1300.0,24.997770309448242,,,
2020-10-13,25.280000686645508,25.280000686645508,25.280000686645508,25.280000686645508,0.0,24.997770309448242,,,
2020-10-14,25.280000686645508,25.280000686645508,25.280000686645508,25.280000686645508,0.0,24.997770309448242,,,
2020-10-15,24.399999618530273,24.540000915527344,24.399999618530273,24.540000915527344,600.0,24.26603126525879,,,
2020-10-16,24.729999542236328,24.729999542236328,24.729999542236328,24.729999542236328,200.0,24.453908920288086,,,
2020-10-19,24.729999542236328,24.729999542236328,24.729999542236328,24.729999542236328,100.0,24.453908920288086,,,
2020-10-20,24.729999542236328,24.729999542236328,24.729999542236328,24.729999542236328,0.0,24.453908920288086,,,
2020-10-21,24.729999542236328,24.729999542236328,24.729999542236328,24.729999542236328,0.0,24.453908920288086,,,
2020-10-22,24.729999542236328,24.729999542236328,24.729999542236328,24.729999542236328,0.0,24.453908920288086,,,
2020-10-23,24.209999084472656,24.209999084472656,24.209999084472656,24.209999084472656,100.0,23.939714431762695,,,
2020-10-26,24.209999084472656,24.209999084472656,24.209999084472656,24.209999084472656,0.0,23.939714431762695,,,
2020-10-27,24.399999618530273,24.399999618530273,24.399999618530273,24.399999618530273,300.0,24.127593994140625,,,
2020-10-28,23.829999923706055,23.829999923706055,23.829999923706055,23.829999923706055,600.0,23.56395721435547,,,
2020-10-29,23.829999923706055,23.829999923706055,23.829999923706055,23.829999923706055,0.0,23.56395721435547,,,
2020-10-30,23.829999923706055,23.829999923706055,23.829999923706055,23.829999923706055,0.0,23.56395721435547,,,
2020-11-02,23.829999923706055,23.829999923706055,23.829999923706055,23.829999923706055,0.0,23.56395721435547,,,
2020-11-03,23.829999923706055,23.829999923706055,23.829999923706055,23.829999923706055,0.0,23.56395721435547,,,
2020-11-04,23.829999923706055,23.829999923706055,23.829999923706055,23.829999923706055,0.0,23.56395721435547,,,
2020-11-05,23.829999923706055,23.829999923706055,23.829999923706055,23.829999923706055,0.0,23.56395721435547,,,
2020-11-06,23.829999923706055,23.829999923706055,23.829999923706055,23.829999923706055,0.0,23.56395721435547,,,
2020-11-09,23.829999923706055,23.829999923706055,23.829999923706055,23.829999923706055,0.0,23.56395721435547,,,
2020-11-10,23.829999923706055,23.829999923706055,23.829999923706055,23.829999923706055,0.0,23.56395721435547,,,
2020-11-11,27.139999389648438,27.139999389648438,27.139999389648438,27.139999389648438,300.0,26.837003707885742,,,
2020-11-12,27.139999389648438,27.139999389648438,27.139999389648438,27.139999389648438,0.0,26.837003707885742,,,
2020-11-13,27.65999984741211,27.65999984741211,27.65999984741211,27.65999984741211,200.0,27.351198196411133,,,
2020-11-16,27.65999984741211,27.65999984741211,27.65999984741211,27.65999984741211,0.0,27.351198196411133,,,
2020-11-17,27.65999984741211,27.65999984741211,27.65999984741211,27.65999984741211,0.0,27.351198196411133,,,
2020-11-18,31.209999084472656,31.209999084472656,31.209999084472656,31.209999084472656,300.0,30.86156463623047,,,
2020-11-19,30.479999542236328,30.479999542236328,30.479999542236328,30.479999542236328,100.0,30.13971519470215,,,
2020-11-20,30.479999542236328,30.479999542236328,30.479999542236328,30.479999542236328,0.0,30.13971519470215,,,
2020-11-23,30.479999542236328,30.479999542236328,30.479999542236328,30.479999542236328,0.0,30.13971519470215,,,
2020-11-24,30.479999542236328,30.479999542236328,30.479999542236328,30.479999542236328,0.0,30.13971519470215,,,
2020-11-25,30.479999542236328,30.479999542236328,30.479999542236328,30.479999542236328,0.0,30.13971519470215,,,
2020-11-27,30.479999542236328,30.479999542236328,30.479999542236328,30.479999542236328,0.0,30.13971519470215,,,
2020-11-30,30.479999542236328,30.479999542236328,30.479999542236328,30.479999542236328,0.0,30.13971519470215,,,
2020-12-01,30.479999542236328,30.479999542236328,30.479999542236328,30.479999542236328,0.0,30.13971519470215,,,
2020-12-02,30.299999237060547,30.299999237060547,30.299999237060547,30.299999237060547,200.0,29.96172523498535,,,
2020-12-03,30.829999923706055,30.829999923706055,30.829999923706055,30.829999923706055,1000.0,30.485807418823242,,,
2020-12-04,30.829999923706055,30.829999923706055,30.829999923706055,30.829999923706055,0.0,30.485807418823242,,,
2020-12-07,31.360000610351562,31.360000610351562,31.360000610351562,31.360000610351562,100.0,31.009891510009766,,,
2020-12-08,31.84000015258789,31.84000015258789,31.84000015258789,31.84000015258789,600.0,31.484533309936523,,,
2020-12-09,31.84000015258789,31.84000015258789,31.84000015258789,31.84000015258789,0.0,31.484533309936523,,,
2020-12-10,30.959999084472656,31.450000762939453,30.959999084472656,31.450000762939453,1500.0,31.098886489868164,,,
2020-12-11,31.5,31.5,31.5,31.5,200.0,31.14832878112793,,,
2020-12-14,31.889999389648438,31.889999389648438,31.889999389648438,31.889999389648438,100.0,31.533973693847656,,,
2020-12-15,31.889999389648438,31.889999389648438,31.889999389648438,31.889999389648438,0.0,31.533973693847656,,,
2020-12-16,33.11000061035156,33.11000061035156,33.11000061035156,33.11000061035156,400.0,32.740352630615234,,,
2020-12-17,33.11000061035156,33.11000061035156,33.11000061035156,33.11000061035156,0.0,32.740352630615234,,,
2020-12-18,33.11000061035156,33.11000061035156,33.11000061035156,33.11000061035156,0.0,32.740352630615234,,,
2020-12-21,33.11000061035156,33.11000061035156,33.11000061035156,33.11000061035156,0.0,32.740352630615234,,,
2020-12-22,33.11000061035156,33.11000061035156,33.11000061035156,33.11000061035156,0.0,32.740352630615234,,,
2020-12-23,33.11000061035156,33.11000061035156,33.11000061035156,33.11000061035156,0.0,32.740352630615234,,,
2020-12-24,33.11000061035156,33.11000061035156,33.11000061035156,33.11000061035156,0.0,32.740352630615234,,,
2020-12-28,33.11000061035156,33.11000061035156,33.11000061035156,33.11000061035156,0.0,32.740352630615234,,,
2020-12-29,33.11000061035156,33.11000061035156,33.11000061035156,33.11000061035156,0.0,32.740352630615234,,,
2020-12-30,33.27000045776367,33.27000045776367,31.280000686645508,31.280000686645508,500.0,30.930784225463867,,,
2020-12-31,31.280000686645508,31.280000686645508,31.280000686645508,31.280000686645508,0.0,30.930784225463867,,,
2021-01-04,31.280000686645508,31.280000686645508,31.280000686645508,31.280000686645508,0.0,30.930784225463867,,,
2021-01-05,31.280000686645508,31.280000686645508,31.280000686645508,31.280000686645508,0.0,30.930784225463867,,,
2021-01-06,31.280000686645508,31.280000686645508,31.280000686645508,31.280000686645508,0.0,30.930784225463867,,,
2021-01-07,31.280000686645508,31.280000686645508,31.280000686645508,31.280000686645508,0.0,30.930784225463867,,,
2021-01-08,32.599998474121094,32.599998474121094,32.599998474121094,32.599998474121094,100.0,32.236045837402344,,,
2021-01-11,32.599998474121094,32.599998474121094,32.599998474121094,32.599998474121094,0.0,32.236045837402344,,,
2021-01-12,32.599998474121094,32.599998474121094,32.599998474121094,32.599998474121094,0.0,32.236045837402344,,,
2021-01-13,32.599998474121094,32.599998474121094,32.599998474121094,32.599998474121094,0.0,32.236045837402344,,,
2021-01-14,32.599998474121094,32.599998474121094,32.599998474121094,32.599998474121094,0.0,32.236045837402344,,,
2021-01-15,32.599998474121094,32.599998474121094,32.599998474121094,32.599998474121094,0.0,32.236045837402344,,,
2021-01-19,32.599998474121094,32.599998474121094,32.599998474121094,32.599998474121094,0.0,32.236045837402344,,,
2021-01-20,32.599998474121094,32.599998474121094,32.599998474121094,32.599998474121094,0.0,32.236045837402344,,,
2021-01-21,32.599998474121094,32.599998474121094,32.599998474121094,32.599998474121094,0.0,32.236045837402344,,,
2021-01-22,33.2400016784668,33.2400016784668,33.2400016784668,33.2400016784668,100.0,32.86890411376953,,,
2021-01-25,33.2400016784668,33.2400016784668,33.2400016784668,33.2400016784668,0.0,32.86890411376953,,,
2021-01-26,33.2400016784668,33.2400016784668,33.2400016784668,33.2400016784668,0.0,32.86890411376953,,,
2021-01-27,33.2400016784668,33.2400016784668,33.2400016784668,33.2400016784668,0.0,32.86890411376953,,,
2021-01-28,33.2400016784668,33.2400016784668,33.2400016784668,33.2400016784668,0.0,32.86890411376953,,,
2021-01-29,33.2400016784668,33.2400016784668,33.2400016784668,33.2400016784668,0.0,32.86890411376953,,,
2021-02-01,33.2400016784668,33.2400016784668,33.2400016784668,33.2400016784668,0.0,32.86890411376953,,,
2021-02-02,33.2400016784668,33.2400016784668,33.2400016784668,33.2400016784668,0.0,32.86890411376953,,,
2021-02-03,33.2400016784668,33.2400016784668,33.2400016784668,33.2400016784668,0.0,32.86890411376953,,,
2021-02-04,33.2400016784668,33.2400016784668,33.2400016784668,33.2400016784668,0.0,32.86890411376953,,,
2021-02-05,33.2400016784668,33.2400016784668,33.2400016784668,33.2400016784668,0.0,32.86890411376953,,,
2021-02-08,33.2400016784668,33.2400016784668,33.2400016784668,33.2400016784668,0.0,32.86890411376953,,,
2021-02-09,33.2400016784668,33.2400016784668,33.2400016784668,33.2400016784668,0.0,32.86890411376953,,,
2021-02-10,33.2400016784668,33.2400016784668,33.2400016784668,33.2400016784668,0.0,32.86890411376953,,,
2021-02-11,33.2400016784668,33.2400016784668,33.2400016784668,33.2400016784668,0.0,32.86890411376953,,,
2021-02-12,33.2400016784668,33.2400016784668,33.2400016784668,33.2400016784668,0.0,32.86890411376953,,,
2021-02-16,33.2400016784668,33.2400016784668,33.2400016784668,33.2400016784668,0.0,32.86890411376953,,,
2021-02-17,32.0,32.0,32.0,32.0,200.0,31.642745971679688,,,
2021-02-18,32.0,32.0,32.0,32.0,0.0,31.642745971679688,,,
2021-02-19,32.0,32.0,32.0,32.0,0.0,31.642745971679688,,,
2021-02-22,32.0,32.0,32.0,32.0,0.0,31.642745971679688,,,
2021-02-23,32.0,32.0,32.0,32.0,0.0,31.642745971679688,,,
2021-02-24,32.0,32.0,32.0,32.0,0.0,31.642745971679688,,,
2021-02-25,32.0,32.0,32.0,32.0,0.0,31.642745971679688,,,
2021-02-26,31.719999313354492,31.719999313354492,31.719999313354492,31.719999313354492,100.0,31.36587142944336,,,
2021-03-01,31.719999313354492,31.719999313354492,31.719999313354492,31.719999313354492,0.0,31.36587142944336,,,
2021-03-02,31.719999313354492,31.719999313354492,31.719999313354492,31.719999313354492,0.0,31.36587142944336,,,
2021-03-03,31.719999313354492,31.719999313354492,31.719999313354492,31.719999313354492,0.0,31.36587142944336,,,
2021-03-04,31.719999313354492,31.719999313354492,31.719999313354492,31.719999313354492,0.0,31.36587142944336,,,
2021-03-05,31.719999313354492,31.719999313354492,31.719999313354492,31.719999313354492,0.0,31.36587142944336,,,
2021-03-08,31.719999313354492,31.719999313354492,31.719999313354492,31.719999313354492,0.0,31.36587142944336,,,
2021-03-09,32.63999938964844,32.63999938964844,32.63999938964844,32.63999938964844,100.0,32.27560043334961,,,
2021-03-10,32.63999938964844,32.63999938964844,32.63999938964844,32.63999938964844,0.0,32.27560043334961,,,
2021-03-11,32.63999938964844,32.63999938964844,32.63999938964844,32.63999938964844,0.0,32.27560043334961,,,
2021-03-12,32.459999084472656,32.459999084472656,32.459999084472656,32.459999084472656,900.0,32.09761047363281,,,
2021-03-15,32.459999084472656,32.459999084472656,32.459999084472656,32.459999084472656,0.0,32.09761047363281,,,
2021-03-16,32.459999084472656,32.459999084472656,32.459999084472656,32.459999084472656,0.0,32.09761047363281,,,
2021-03-17,32.459999084472656,32.459999084472656,32.459999084472656,32.459999084472656,0.0,32.09761047363281,,,
2021-03-18,34.709999084472656,34.709999084472656,34.709999084472656,34.709999084472656,200.0,34.32249069213867,,,
2021-03-19,34.709999084472656,34.709999084472656,34.709999084472656,34.709999084472656,0.0,34.32249069213867,,,
2021-03-22,34.709999084472656,34.709999084472656,34.709999084472656,34.709999084472656,0.0,34.32249069213867,,,
2021-03-23,34.709999084472656,34.709999084472656,34.709999084472656,34.709999084472656,0.0,34.32249069213867,,,
2021-03-24,34.709999084472656,34.709999084472656,34.709999084472656,34.709999084472656,0.0,34.32249069213867,,,
2021-03-25,34.709999084472656,34.709999084472656,34.709999084472656,34.709999084472656,0.0,34.32249069213867,,,
2021-03-26,34.709999084472656,34.709999084472656,34.709999084472656,34.709999084472656,100.0,34.32249069213867,,,
2021-03-29,34.709999084472656,34.709999084472656,34.709999084472656,34.709999084472656,0.0,34.32249069213867,,,
2021-03-30,34.20000076293945,34.20000076293945,34.20000076293945,34.20000076293945,200.0,33.81818389892578,,,
2021-03-31,34.20000076293945,34.20000076293945,34.20000076293945,34.20000076293945,0.0,33.81818389892578,,,
2021-04-01,34.20000076293945,34.20000076293945,34.20000076293945,34.20000076293945,0.0,33.81818389892578,,,
2021-04-05,34.20000076293945,34.20000076293945,34.20000076293945,34.20000076293945,0.0,33.81818389892578,,,
2021-04-06,34.20000076293945,34.20000076293945,34.20000076293945,34.20000076293945,0.0,33.81818389892578,,,
2021-04-07,34.20000076293945,34.20000076293945,34.20000076293945,34.20000076293945,0.0,33.81818389892578,,,
2021-04-08,34.79999923706055,34.79999923706055,34.79999923706055,34.79999923706055,200.0,34.41148376464844,,,
2021-04-09,34.79999923706055,34.79999923706055,34.79999923706055,34.79999923706055,0.0,34.41148376464844,,,
2021-04-12,34.79999923706055,34.79999923706055,34.79999923706055,34.79999923706055,0.0,34.41148376464844,,,
2021-04-13,34.06999969482422,34.06999969482422,34.06999969482422,34.06999969482422,100.0,33.68963623046875,,,
2021-04-14,34.06999969482422,34.06999969482422,34.06999969482422,34.06999969482422,0.0,33.68963623046875,,,
2021-04-15,34.06999969482422,34.06999969482422,34.06999969482422,34.06999969482422,0.0,33.68963623046875,,,
2021-04-16,34.06999969482422,34.06999969482422,34.06999969482422,34.06999969482422,0.0,33.68963623046875,,,
2021-04-19,34.06999969482422,34.06999969482422,34.06999969482422,34.06999969482422,0.0,33.68963623046875,,,
2021-04-20,34.06999969482422,34.06999969482422,34.06999969482422,34.06999969482422,0.0,33.68963623046875,,,
2021-04-21,34.06999969482422,34.06999969482422,34.06999969482422,34.06999969482422,0.0,33.68963623046875,,,
2021-04-22,34.06999969482422,34.06999969482422,34.06999969482422,34.06999969482422,0.0,33.68963623046875,,,
2021-04-23,33.5,33.5,33.5,33.5,500.0,33.125999450683594,,,
2021-04-26,33.5,33.5,33.5,33.5,0.0,33.125999450683594,,,
2021-04-27,33.5,33.5,33.5,33.5,0.0,33.5,,,
2021-04-27,,,,,,,0.374,DIVIDEND,0.374
2021-04-28,33.5,33.5,33.5,33.5,0.0,33.5,,,
2021-04-29,33.5,33.5,33.5,33.5,0.0,33.5,,,
2021-04-30,33.5,33.5,33.5,33.5,0.0,33.5,,,
2021-05-03,33.5,33.5,33.5,33.5,0.0,33.5,,,
2021-05-04,31.549999237060547,31.549999237060547,31.549999237060547,31.549999237060547,200.0,31.549999237060547,,,
2021-05-05,31.459999084472656,31.459999084472656,31.459999084472656,31.459999084472656,100.0,31.459999084472656,,,
