date,ticker,open,high,low,close,volume,adjclose
9/18/2020,AMZN,3031.73999,3037.800049,2905.540039,2954.909912,8892600,2954.909912
9/21/2020,AMZN,2906.5,2962,2871,2960.469971,6117900,2960.469971
9/22/2020,AMZN,3033.840088,3133.98999,3000.199951,3128.98999,6948800,3128.98999
9/23/2020,AMZN,3120.429932,3127,2992.379883,2999.860107,5652700,2999.860107
9/24/2020,AMZN,2977.790039,3069.300049,2965,3019.790039,5529400,3019.790039
9/25/2020,AMZN,3054.860107,3101.540039,2999,3095.129883,4615200,3095.129883
9/28/2020,AMZN,3148.850098,3175.040039,3117.169922,3174.050049,4224200,3174.050049
9/29/2020,AMZN,3175.389893,3188.26001,3132.540039,3144.879883,3495800,3144.879883
9/30/2020,AMZN,3141.139893,3212.879883,3133.98999,3148.72998,4896100,3148.72998
10/1/2020,AMZN,3208,3224,3172,3221.26001,4971900,3221.26001
10/2/2020,AMZN,3153.629883,3195.800049,3123,3125,5613100,3125
10/5/2020,AMZN,3145.840088,3202.530029,3140.850098,3199.199951,3775300,3199.199951
10/6/2020,AMZN,3165,3182,3090,3099.959961,5086900,3099.959961
10/7/2020,AMZN,3135,3200,3132.389893,3195.689941,4309400,3195.689941
10/8/2020,AMZN,3224.98999,3233.290039,3174.98999,3190.550049,3174100,3190.550049
10/9/2020,AMZN,3210,3288.98999,3197.830078,3286.649902,4907900,3286.649902
10/12/2020,AMZN,3349.939941,3496.23999,3339.550049,3442.929932,8364200,3442.929932
10/13/2020,AMZN,3467.98999,3492.379883,3424.219971,3443.629883,5744700,3443.629883
10/14/2020,AMZN,3447,3464.879883,3340,3363.709961,5812700,3363.709961
10/15/2020,AMZN,3292.01001,3355.879883,3280,3338.649902,5223400,3338.649902
10/16/2020,AMZN,3363.22998,3399.659912,3160,3272.709961,6474400,3272.709961
10/19/2020,AMZN,3299.610107,3329,3192.73999,3207.209961,5223600,3207.209961
10/20/2020,AMZN,3222.280029,3266,3192.01001,3217.01001,4509700,3217.01001
10/21/2020,AMZN,3212.5,3233.879883,3160,3184.939941,4592700,3184.939941
10/22/2020,AMZN,3189.870117,3198.75,3121.939941,3176.399902,4212000,3176.399902
10/23/2020,AMZN,3191,3205.330078,3140,3204.399902,3466700,3204.399902
10/26/2020,AMZN,3198.73999,3282.97998,3153.300049,3207.040039,5901200,3207.040039
10/27/2020,AMZN,3224.939941,3291.659912,3211.300049,3286.330078,4291000,3286.330078
10/28/2020,AMZN,3249.300049,3264.02002,3162.469971,3162.780029,5588300,3162.780029
10/29/2020,AMZN,3201.27002,3257.25,3164,3211.01001,6596500,3211.01001
10/30/2020,AMZN,3157.75,3167,3019,3036.149902,8386400,3036.149902
11/2/2020,AMZN,3061.73999,3079.709961,2950.120117,3004.47998,7257400,3004.47998
11/3/2020,AMZN,3018.530029,3074.899902,2980.97998,3048.409912,4897900,3048.409912
11/4/2020,AMZN,3159.98999,3244.850098,3139.72998,3241.159912,6839000,3241.159912
11/5/2020,AMZN,3319.969971,3366.800049,3288.879883,3322,5789300,3322
11/6/2020,AMZN,3304.639893,3322,3232,3311.370117,4647300,3311.370117
11/9/2020,AMZN,3231.030029,3289,3112.110107,3143.73999,7190400,3143.73999
11/10/2020,AMZN,3095.02002,3114,3019.47998,3035.02002,6591000,3035.02002
11/11/2020,AMZN,3061.780029,3139.149902,3050,3137.389893,4366900,3137.389893
11/12/2020,AMZN,3159.949951,3175.879883,3086.050049,3110.280029,4362000,3110.280029
11/13/2020,AMZN,3122,3141.719971,3085.389893,3128.810059,3756200,3128.810059
11/16/2020,AMZN,3093.199951,3142.699951,3072.689941,3131.060059,3808700,3131.060059
11/17/2020,AMZN,3183.540039,3189.25,3135.26001,3135.659912,3444700,3135.659912
11/18/2020,AMZN,3134,3140,3105.100098,3105.459961,2916800,3105.459961
11/19/2020,AMZN,3105.310059,3125,3080.919922,3117.02002,3010300,3117.02002
11/20/2020,AMZN,3117.02002,3132.889893,3098.050049,3099.399902,3374400,3099.399902
11/23/2020,AMZN,3116.699951,3139.75,3065.459961,3098.389893,4708900,3098.389893
11/24/2020,AMZN,3100.5,3134.25,3086.26001,3118.060059,3602100,3118.060059
11/25/2020,AMZN,3141.870117,3198,3140.26001,3185.070068,3790400,3185.070068
11/27/2020,AMZN,3211.26001,3216.189941,3190.050049,3195.340088,2392900,3195.340088
11/30/2020,AMZN,3208.47998,3228.389893,3125.550049,3168.040039,4063900,3168.040039
12/1/2020,AMZN,3188.5,3248.949951,3157.179932,3220.080078,4537000,3220.080078
12/2/2020,AMZN,3221.649902,3232,3173.26001,3203.530029,3129300,3203.530029
12/3/2020,AMZN,3205.459961,3228.639893,3181.310059,3186.72998,2892000,3186.72998
12/4/2020,AMZN,3198.209961,3198.209961,3158.76001,3162.580078,2913600,3162.580078
12/7/2020,AMZN,3156.47998,3180.76001,3141.689941,3158,2751300,3158
12/8/2020,AMZN,3158.899902,3184.129883,3120.02002,3177.290039,3286300,3177.290039
12/9/2020,AMZN,3167.889893,3174.429932,3088,3104.199951,4100800,3104.199951
12/10/2020,AMZN,3088.98999,3142.100098,3076,3101.48999,3030200,3101.48999
12/11/2020,AMZN,3096.659912,3118.669922,3072.820068,3116.419922,3064700,3116.419922
12/14/2020,AMZN,3143,3190.469971,3126,3156.969971,4155800,3156.969971
12/15/2020,AMZN,3181.01001,3188.5,3130.48999,3165.120117,3319500,3165.120117
12/16/2020,AMZN,3176.01001,3247,3163.679932,3240.959961,4427600,3240.959961
12/17/2020,AMZN,3250,3263.51001,3221,3236.080078,3474300,3236.080078
12/18/2020,AMZN,3243.98999,3249.419922,3171.600098,3201.649902,5995700,3201.649902
12/21/2020,AMZN,3200.01001,3226.969971,3166,3206.179932,3836800,3206.179932
12/22/2020,AMZN,3202.840088,3222,3180.080078,3206.52002,2369400,3206.52002
12/23/2020,AMZN,3205,3210.129883,3184.169922,3185.27002,2093800,3185.27002
12/24/2020,AMZN,3193.899902,3202,3169,3172.689941,1451900,3172.689941
12/28/2020,AMZN,3194,3304,3172.689941,3283.959961,5686800,3283.959961
12/29/2020,AMZN,3309.939941,3350.649902,3281.219971,3322,4872900,3322
12/30/2020,AMZN,3341,3342.100098,3282.469971,3285.850098,3209300,3285.850098
12/31/2020,AMZN,3275,3282.919922,3241.199951,3256.929932,2957200,3256.929932
1/4/2021,AMZN,3270,3272,3144.02002,3186.629883,4411400,3186.629883
1/5/2021,AMZN,3166.01001,3223.379883,3165.060059,3218.51001,2655500,3218.51001
1/6/2021,AMZN,3146.47998,3197.51001,3131.159912,3138.379883,4394800,3138.379883
1/7/2021,AMZN,3157,3208.540039,3155,3162.159912,3514500,3162.159912
1/8/2021,AMZN,3180,3190.639893,3142.199951,3182.699951,3537700,3182.699951
1/11/2021,AMZN,3148.01001,3156.379883,3110,3114.209961,3683400,3114.209961
1/12/2021,AMZN,3120,3142.139893,3086,3120.830078,3514600,3120.830078
1/13/2021,AMZN,3128.439941,3189.949951,3122.080078,3165.889893,3321200,3165.889893
1/14/2021,AMZN,3167.52002,3178,3120.590088,3127.469971,3070900,3127.469971
1/15/2021,AMZN,3123.02002,3142.550049,3095.169922,3104.25,4244000,3104.25
1/19/2021,AMZN,3107,3145,3096,3120.76001,3305100,3120.76001
1/20/2021,AMZN,3181.98999,3279.800049,3175,3263.379883,5309800,3263.379883
1/21/2021,AMZN,3293,3348.550049,3289.570068,3306.98999,4936100,3306.98999
