date,open,high,low,close,volume,adjclose
2020-08-14,3178.179931640625,3178.239990234375,3120.0,3148.02001953125,2751700,3148.02001953125
2020-08-17,3173.1201171875,3194.969970703125,3154.179931640625,3182.409912109375,2691200,3182.409912109375
2020-08-18,3212.0,3320.0,3205.820068359375,3312.489990234375,5346000,3312.489990234375
2020-08-19,3303.010009765625,3315.89990234375,3256.0,3260.47998046875,4185100,3260.47998046875
2020-08-20,3252.0,3312.6201171875,3238.0,3297.3701171875,3332500,3297.3701171875
2020-08-21,3295.0,3314.39990234375,3275.389892578125,3284.719970703125,3575900,3284.719970703125
2020-08-24,3310.14990234375,3380.320068359375,3257.56005859375,3307.4599609375,4666300,3307.4599609375
2020-08-25,3294.989990234375,3357.39990234375,3267.0,3346.489990234375,3992800,3346.489990234375
2020-08-26,3351.110107421875,3451.739990234375,3344.570068359375,3441.85009765625,6508700,3441.85009765625
2020-08-27,3450.050048828125,3453.0,3378.0,3400.0,4264800,3400.0
2020-08-28,3423.0,3433.3701171875,3386.5,3401.800048828125,2897000,3401.800048828125
2020-08-31,3408.989990234375,3495.0,3405.0,3450.9599609375,4185900,3450.9599609375
2020-09-01,3489.580078125,3513.8701171875,3467.0,3499.1201171875,3432200,3499.1201171875
2020-09-02,3547.0,3552.25,3486.68994140625,3531.449951171875,3931500,3531.449951171875
2020-09-03,3485.0,3488.409912109375,3303.0,3368.0,8161100,3368.0
2020-09-04,3318.0,3381.5,3111.1298828125,3294.6201171875,8781800,3294.6201171875
2020-09-08,3144.0,3250.85009765625,3130.0,3149.840087890625,6094200,3149.840087890625
2020-09-09,3202.989990234375,3303.179931640625,3185.0,3268.610107421875,5188700,3268.610107421875
2020-09-10,3307.219970703125,3349.889892578125,3170.550048828125,3175.110107421875,5330700,3175.110107421875
2020-09-11,3208.68994140625,3217.340087890625,3083.97998046875,3116.219970703125,5094000,3116.219970703125
2020-09-14,3172.93994140625,3187.389892578125,3096.0,3102.969970703125,4529600,3102.969970703125
2020-09-15,3136.159912109375,3175.02001953125,3108.919921875,3156.1298828125,4021500,3156.1298828125
2020-09-16,3179.989990234375,3187.239990234375,3074.14990234375,3078.10009765625,4512200,3078.10009765625
2020-09-17,3009.25,3029.429931640625,2972.550048828125,3008.72998046875,6449100,3008.72998046875
2020-09-18,3031.739990234375,3037.800048828125,2905.5400390625,2954.909912109375,8892600,2954.909912109375
2020-09-21,2906.5,2962.0,2871.0,2960.469970703125,6117900,2960.469970703125
2020-09-22,3033.840087890625,3133.989990234375,3000.199951171875,3128.989990234375,6948800,3128.989990234375
2020-09-23,3120.429931640625,3127.0,2992.3798828125,2999.860107421875,5652700,2999.860107421875
2020-09-24,2977.7900390625,3069.300048828125,2965.0,3019.7900390625,5529400,3019.7900390625
2020-09-25,3054.860107421875,3101.5400390625,2999.0,3095.1298828125,4615200,3095.1298828125
2020-09-28,3148.85009765625,3175.0400390625,3117.169921875,3174.050048828125,4224200,3174.050048828125
2020-09-29,3175.389892578125,3188.260009765625,3132.5400390625,3144.8798828125,3495800,3144.8798828125
2020-09-30,3141.139892578125,3212.8798828125,3133.989990234375,3148.72998046875,4896100,3148.72998046875
2020-10-01,3208.0,3224.0,3172.0,3221.260009765625,4971900,3221.260009765625
2020-10-02,3153.6298828125,3195.800048828125,3123.0,3125.0,5613100,3125.0
2020-10-05,3145.840087890625,3202.530029296875,3140.85009765625,3199.199951171875,3775300,3199.199951171875
2020-10-06,3165.0,3182.0,3090.0,3099.9599609375,5086900,3099.9599609375
2020-10-07,3135.0,3200.0,3132.389892578125,3195.68994140625,4309400,3195.68994140625
2020-10-08,3224.989990234375,3233.2900390625,3174.989990234375,3190.550048828125,3174100,3190.550048828125
2020-10-09,3210.0,3288.989990234375,3197.830078125,3286.64990234375,4907900,3286.64990234375
2020-10-12,3349.93994140625,3496.239990234375,3339.550048828125,3442.929931640625,8364200,3442.929931640625
2020-10-13,3467.989990234375,3492.3798828125,3424.219970703125,3443.6298828125,5744700,3443.6298828125
2020-10-14,3447.0,3464.8798828125,3340.0,3363.7099609375,5812700,3363.7099609375
2020-10-15,3292.010009765625,3355.8798828125,3280.0,3338.64990234375,5223400,3338.64990234375
2020-10-16,3363.22998046875,3399.659912109375,3160.0,3272.7099609375,6474400,3272.7099609375
2020-10-19,3299.610107421875,3329.0,3192.739990234375,3207.2099609375,5223600,3207.2099609375
2020-10-20,3222.280029296875,3266.0,3192.010009765625,3217.010009765625,4509700,3217.010009765625
2020-10-21,3212.5,3233.8798828125,3160.0,3184.93994140625,4592700,3184.93994140625
2020-10-22,3189.8701171875,3198.75,3121.93994140625,3176.39990234375,4212000,3176.39990234375
2020-10-23,3191.0,3205.330078125,3140.0,3204.39990234375,3466700,3204.39990234375
2020-10-26,3198.739990234375,3282.97998046875,3153.300048828125,3207.0400390625,5901200,3207.0400390625
2020-10-27,3224.93994140625,3291.659912109375,3211.300048828125,3286.330078125,4291000,3286.330078125
2020-10-28,3249.300048828125,3264.02001953125,3162.469970703125,3162.780029296875,5588300,3162.780029296875
2020-10-29,3201.27001953125,3257.25,3164.0,3211.010009765625,6596500,3211.010009765625
2020-10-30,3157.75,3167.0,3019.0,3036.14990234375,8386400,3036.14990234375
2020-11-02,3061.739990234375,3079.7099609375,2950.1201171875,3004.47998046875,7257400,3004.47998046875
2020-11-03,3018.530029296875,3074.89990234375,2980.97998046875,3048.409912109375,4897900,3048.409912109375
2020-11-04,3159.989990234375,3244.85009765625,3139.72998046875,3241.159912109375,6839000,3241.159912109375
2020-11-05,3319.969970703125,3366.800048828125,3288.8798828125,3322.0,5789300,3322.0
2020-11-06,3304.639892578125,3322.0,3232.0,3311.3701171875,4647300,3311.3701171875
2020-11-09,3231.030029296875,3289.0,3112.110107421875,3143.739990234375,7190400,3143.739990234375
2020-11-10,3095.02001953125,3114.0,3019.47998046875,3035.02001953125,6591000,3035.02001953125
2020-11-11,3061.780029296875,3139.14990234375,3050.0,3137.389892578125,4366900,3137.389892578125
2020-11-12,3159.949951171875,3175.8798828125,3086.050048828125,3110.280029296875,4362000,3110.280029296875
2020-11-13,3122.0,3141.719970703125,3085.389892578125,3128.81005859375,3756200,3128.81005859375
2020-11-16,3093.199951171875,3142.699951171875,3072.68994140625,3131.06005859375,3808700,3131.06005859375
2020-11-17,3183.5400390625,3189.25,3135.260009765625,3135.659912109375,3444700,3135.659912109375
2020-11-18,3134.0,3140.0,3105.10009765625,3105.4599609375,2916800,3105.4599609375
2020-11-19,3105.31005859375,3125.0,3080.919921875,3117.02001953125,3010300,3117.02001953125
2020-11-20,3117.02001953125,3132.889892578125,3098.050048828125,3099.39990234375,3374400,3099.39990234375
2020-11-23,3116.699951171875,3139.75,3065.4599609375,3098.389892578125,4708900,3098.389892578125
2020-11-24,3100.5,3134.25,3086.260009765625,3118.06005859375,3602100,3118.06005859375
2020-11-25,3141.8701171875,3198.0,3140.260009765625,3185.070068359375,3790400,3185.070068359375
2020-11-27,3211.260009765625,3216.18994140625,3190.050048828125,3195.340087890625,2392900,3195.340087890625
2020-11-30,3208.47998046875,3228.389892578125,3125.550048828125,3168.0400390625,4063900,3168.0400390625
2020-12-01,3188.5,3248.949951171875,3157.179931640625,3220.080078125,4537000,3220.080078125
2020-12-02,3221.64990234375,3232.0,3173.260009765625,3203.530029296875,3129300,3203.530029296875
